code,name,description,refreshed_at,from_date,to_date
TCNSBRANDS,TCNS Clothing Co. Limited,Historical prices for TCNS Clothing Co. Limited<br><br>National Stock Exchange of India<br><br>Ticker: TCNSBRANDS<br><br>ISIN: INE778U01029,2018-12-10 13:39:05,2018-07-30,2018-12-10
TCPLPACK,TCPL Packaging Limited,Historical prices for TCPL Packaging Limited<br><br>National Stock Exchange of India<br><br>Ticker: TCPLPACK<br><br>ISIN: INE822C01015,2018-12-10 13:39:05,2017-10-17,2018-12-10
TCPLTD,TCP Limited,"Historical prices for TCP Limited (TCPLTD), (ISIN: INE459B01018),  National Stock Exchange of India.",2015-03-09 09:50:45,2010-03-02,2015-01-22
TCS,Tata Consultancy Services Limited,Historical prices for Tata Consultancy Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: TCS<br><br>ISIN: INE467B01029,2018-12-10 13:39:05,2004-08-25,2018-12-10
TDPOWERSYS,TD Power Systems Limited,Historical prices for TD Power Systems Limited<br><br>National Stock Exchange of India<br><br>Ticker: TDPOWERSYS<br><br>ISIN: INE419M01019,2018-12-10 13:39:05,2011-09-08,2018-12-10
TEAMLEASE,Teamlease Services Limited,Historical prices for Teamlease Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: TEAMLEASE<br><br>ISIN: INE985S01024,2018-12-10 13:39:05,2016-02-12,2018-12-10
TECHIN,Techindia Nirman Limited,Historical prices for Techindia Nirman Limited<br><br>National Stock Exchange of India<br><br>Ticker: TECHIN<br><br>ISIN: INE778A01021,2018-10-15 13:39:52,2015-02-23,2018-10-05
TECHM,Tech Mahindra Limited,Historical prices for Tech Mahindra Limited<br><br>National Stock Exchange of India<br><br>Ticker: TECHM<br><br>ISIN: INE669C01036,2018-12-10 13:39:05,2006-08-28,2018-12-10
TECHNO,Techno Electric & Engineering Company Limited,Historical prices for Techno Electric & Engineering Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: TECHNO<br><br>ISIN: INE286K01024,2018-08-07 13:52:33,2010-11-10,2018-08-07
TECHNOE,Techno Electric & Engineering Company Limited,Historical prices for Techno Electric & Engineering Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: TECHNOE<br><br>ISIN: INE285K01026,2018-12-10 13:39:05,2018-12-04,2018-12-10
TECHNOFAB,Technofab Engineering Limited,Historical prices for Technofab Engineering Limited<br><br>National Stock Exchange of India<br><br>Ticker: TECHNOFAB<br><br>ISIN: INE509K01011,2018-12-10 13:39:05,2010-07-16,2018-12-10
TECPRO,Tecpro Systems Limited,Historical prices for Tecpro Systems Limited<br><br>National Stock Exchange of India<br><br>Ticker: TECPRO<br><br>ISIN: INE904H01010,2015-12-28 16:54:30,2010-10-12,2015-03-05
TEJASNET,Tejas Networks Limited,Historical prices for Tejas Networks Limited<br><br>National Stock Exchange of India<br><br>Ticker: TEJASNET<br><br>ISIN: INE010J01012,2018-12-10 13:39:05,2017-06-27,2018-12-10
TELEDATAIT,Teledata Technology Solutions Limited,"Historical prices for Teledata Technology Solutions Limited (TELEDATAIT), (ISIN: INE391I01018),  National Stock Exchange of India.",2014-03-31 18:06:43,2009-07-15,2012-10-19
TELEMARINE,Teledata Marine Solutions Limited,"Historical prices for Teledata Marine Solutions Limited (TELEMARINE), (ISIN: INE473I01014),  National Stock Eschange of India.",2017-03-10 21:56:56,2011-07-01,2011-12-23
TERASOFT,Tera Software Limited,Historical prices for Tera Software Limited<br><br>National Stock Exchange of India<br><br>Ticker: TERASOFT<br><br>ISIN: INE482B01010,2018-12-10 13:39:05,2016-12-29,2018-12-10
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Historical prices for Texmaco Infrastructure & Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: TEXINFRA<br><br>ISIN: INE435C01024,2018-12-10 13:39:05,2012-03-20,2018-12-10
TEXMACOLTD,Texmaco Limited,"Historical prices for Texmaco Limited (TEXMACOLTD), (ISIN: INE435C01024),  National Stock Eschange of India.",2017-03-10 21:57:01,2004-09-09,2012-03-19
TEXMOPIPES,Texmo Pipes and Products Limited,Historical prices for Texmo Pipes and Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: TEXMOPIPES<br><br>ISIN: INE141K01013,2018-12-10 13:39:05,2010-03-10,2018-12-10
TEXRAIL,Texmaco Rail & Engineering Limited,Historical prices for Texmaco Rail & Engineering Limited<br><br>National Stock Exchange of India<br><br>Ticker: TEXRAIL<br><br>ISIN: INE621L01012,2018-12-10 13:39:05,2011-03-03,2018-12-10
TFCILTD,Tourism Finance Corporation of India Limited,Historical prices for Tourism Finance Corporation of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: TFCILTD<br><br>ISIN: INE305A01015,2018-12-10 13:39:05,1998-03-20,2018-12-10
TFL,Transwarranty Finance Limited,Historical prices for Transwarranty Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: TFL<br><br>ISIN: INE804H01012,2018-12-10 13:39:05,2007-02-26,2018-12-10
TGBHOTELS,TGB Banquets And Hotels Limited,Historical prices for TGB Banquets And Hotels Limited<br><br>National Stock Exchange of India<br><br>Ticker: TGBHOTELS<br><br>ISIN: INE797H01018,2018-12-10 13:39:05,2013-05-31,2018-12-10
THANGAMAYL,Thangamayil Jewellery Limited,Historical prices for Thangamayil Jewellery Limited<br><br>National Stock Exchange of India<br><br>Ticker: THANGAMAYL<br><br>ISIN: INE085J01014,2018-12-10 13:39:05,2010-02-19,2018-12-10
THEBYKE,The Byke Hospitality Limited,"Historical prices for The Byke Hospitality Limited (THEBYKE), (ISIN: INE319B01014),  National Stock Exchange of India.",2015-03-09 10:11:40,2011-12-30,2015-01-29
THEINVEST,The Investment Trust Of India Limited,Historical prices for The Investment Trust Of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: THEINVEST<br><br>ISIN: INE924D01017,2018-12-10 13:39:05,2018-07-25,2018-12-10
THEMISMED,Themis Medicare Limited,Historical prices for Themis Medicare Limited<br><br>National Stock Exchange of India<br><br>Ticker: THEMISMED<br><br>ISIN: INE083B01016,2018-12-10 13:39:05,2007-04-02,2018-12-10
THERMAX,Thermax Limited,Historical prices for Thermax Limited<br><br>National Stock Exchange of India<br><br>Ticker: THERMAX<br><br>ISIN: INE152A01029,2018-12-10 13:39:05,1998-03-20,2018-12-10
THINKSOFT,Thinksoft Global Services Limited,"Historical prices for Thinksoft Global Services Limited (THINKSOFT), (ISIN: INE201K01015),  National Stock Exchange of India.",2014-12-28 09:16:39,2009-10-26,2014-09-29
THIRUSUGAR,Thiru Arooran Sugars Limited,Historical prices for Thiru Arooran Sugars Limited<br><br>National Stock Exchange of India<br><br>Ticker: THIRUSUGAR<br><br>ISIN: INE409A01015,2018-12-10 13:39:06,1998-03-20,2018-12-10
THOMASCOOK,Thomas Cook (India) Limited,Historical prices for Thomas Cook (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: THOMASCOOK<br><br>ISIN: INE332A01027,2018-12-10 13:39:05,1998-03-20,2018-12-10
THOMASCOTT,Thomas Scott (India) Limited,Historical prices for Thomas Scott (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: THOMASCOTT<br><br>ISIN: INE480M01011,2018-12-10 13:39:05,2012-01-30,2018-12-07
THYROCARE,Thyrocare Technologies Limited,Historical prices for Thyrocare Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: THYROCARE<br><br>ISIN: INE594H01019,2018-12-10 13:39:05,2016-05-09,2018-12-10
TI,Tilaknagar Industries Limited,Historical prices for Tilaknagar Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: TI<br><br>ISIN: INE133E01013,2018-12-10 13:39:06,2010-07-16,2018-12-10
TIDEWATER,Tide Water Oil Company (India) Limited,Historical prices for Tide Water Oil Company (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIDEWATER<br><br>ISIN: INE484C01022,2018-12-10 13:39:05,2007-01-16,2018-12-10
TIFIN,TI Financial Holdings Limited,Historical prices for TI Financial Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIFIN<br><br>ISIN: INE149A01033,2018-12-10 13:39:05,2017-09-25,2018-12-10
TIIL,Technocraft Industries (India) Limited,Historical prices for Technocraft Industries (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIIL<br><br>ISIN: INE545H01011,2018-12-10 13:39:06,2007-02-12,2018-12-10
TIINDIA,Tube Investments of India Limited,Historical prices for Tube Investments of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIINDIA<br><br>ISIN: INE974X01010,2018-12-10 13:39:06,2017-11-02,2018-12-10
TIJARIA,Tijaria Polypipes Limited,Historical prices for Tijaria Polypipes Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIJARIA<br><br>ISIN: INE440L01017,2018-12-10 13:39:06,2011-10-14,2018-12-10
TIL,TIL Limited,Historical prices for TIL Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIL<br><br>ISIN: INE806C01018,2018-12-10 13:39:06,1998-03-20,2018-12-10
TIMBOR,Timbor Home Limited,Historical prices for Timbor Home Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIMBOR<br><br>ISIN: INE346L01016,2015-10-28 16:02:28,2011-06-22,2015-04-10
TIMESGTY,Times Guaranty Limited,Historical prices for Times Guaranty Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIMESGTY<br><br>ISIN: INE289C01025,2018-12-10 13:39:06,2002-06-11,2018-12-10
TIMETECHNO,Time Technoplast Limited,Historical prices for Time Technoplast Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIMETECHNO<br><br>ISIN: INE508G01029,2018-12-10 13:39:06,2007-06-13,2018-12-10
TIMKEN,Timken India Limited,Historical prices for Timken India Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIMKEN<br><br>ISIN: INE325A01013,2018-12-10 13:39:06,2007-02-06,2018-12-10
TINPLATE,The Tinplate Company of India Limited,Historical prices for The Tinplate Company of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: TINPLATE<br><br>ISIN: INE422C01014,2018-12-10 13:39:06,1998-03-20,2018-12-10
TIPSINDLTD,TIPS Industries Limited,Historical prices for TIPS Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIPSINDLTD<br><br>ISIN: INE716B01011,2018-12-10 13:39:06,2000-11-20,2018-12-10
TIRUMALCHM,Thirumalai Chemicals Limited,Historical prices for Thirumalai Chemicals Limited<br><br>National Stock Exchange of India<br><br>Ticker: TIRUMALCHM<br><br>ISIN: INE338A01024,2018-12-10 13:39:06,1998-03-20,2018-12-10
TITAN,Titan Company Limited,Historical prices for Titan Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: TITAN<br><br>ISIN: INE280A01028,2018-12-10 13:39:06,1998-03-20,2018-12-10
TMRVL,The Mandhana Retail Ventures Limited,Historical prices for The Mandhana Retail Ventures Limited<br><br>National Stock Exchange of India<br><br>Ticker: TMRVL<br><br>ISIN: INE759V01019,2018-12-10 13:39:06,2016-12-14,2018-12-10
TNPETRO,Tamilnadu PetroProducts Limited,Historical prices for Tamilnadu PetroProducts Limited<br><br>National Stock Exchange of India<br><br>Ticker: TNPETRO<br><br>ISIN: INE148A01019,2018-12-10 13:39:06,1998-03-20,2018-12-10
TNPL,Tamil Nadu Newsprint & Papers Limited,Historical prices for Tamil Nadu Newsprint & Papers Limited<br><br>National Stock Exchange of India<br><br>Ticker: TNPL<br><br>ISIN: INE107A01015,2018-12-10 13:39:06,1998-03-20,2018-12-10
TNTELE,Tamilnadu Telecommunication Limited,Historical prices for Tamilnadu Telecommunication Limited<br><br>National Stock Exchange of India<br><br>Ticker: TNTELE<br><br>ISIN: INE141D01018,2018-12-10 13:39:06,1998-03-20,2018-12-10
TODAYS,Todays Writing Instruments Limited,Historical prices for Todays Writing Instruments Limited<br><br>National Stock Exchange of India<br><br>Ticker: TODAYS<br><br>ISIN: INE944B01019,2018-12-10 13:39:06,2001-10-08,2018-12-10
TOKYOPLAST,Tokyo Plast International Limited,Historical prices for Tokyo Plast International Limited<br><br>National Stock Exchange of India<br><br>Ticker: TOKYOPLAST<br><br>ISIN: INE932C01012,2018-12-10 13:39:06,1998-03-20,2018-12-10
TORNTPHARM,Torrent Pharmaceuticals Limited,Historical prices for Torrent Pharmaceuticals Limited<br><br>National Stock Exchange of India<br><br>Ticker: TORNTPHARM<br><br>ISIN: INE685A01028,2018-12-10 13:39:06,1998-03-20,2018-12-10
TORNTPOWER,Torrent Power Limited,Historical prices for Torrent Power Limited<br><br>National Stock Exchange of India<br><br>Ticker: TORNTPOWER<br><br>ISIN: INE813H01021,2018-12-10 13:39:06,2006-11-28,2018-12-10
TPLPLASTEH,TPL Plastech Limited,Historical prices for TPL Plastech Limited<br><br>National Stock Exchange of India<br><br>Ticker: TPLPLASTEH<br><br>ISIN: INE413G01014,2018-12-10 13:39:06,2015-05-20,2018-12-10
TREEHOUSE,Tree House Education & Accessories Limited,Historical prices for Tree House Education & Accessories Limited<br><br>National Stock Exchange of India<br><br>Ticker: TREEHOUSE<br><br>ISIN: INE040M01013,2018-12-10 13:39:06,2011-08-26,2018-12-10
TRENT,Trent Limited,Historical prices for Trent Limited<br><br>National Stock Exchange of India<br><br>Ticker: TRENT<br><br>ISIN: INE849A01020,2018-12-10 13:39:06,2004-06-07,2018-12-10
TRF,TRF Limited,Historical prices for TRF Limited<br><br>National Stock Exchange of India<br><br>Ticker: TRF<br><br>ISIN: INE391D01019,2018-12-10 13:39:06,2010-01-08,2018-12-10
TRICOM,Tricom India Limited,Historical prices for Tricom India Limited<br><br>National Stock Exchange of India<br><br>Ticker: TRICOM<br><br>ISIN: INE771B01032,2017-03-23 12:36:34,2006-12-20,2017-03-23
TRIDENT,Trident Limited,Historical prices for Trident Limited<br><br>National Stock Exchange of India<br><br>Ticker: TRIDENT<br><br>ISIN: INE064C01014,2018-12-10 13:39:06,2011-05-03,2018-12-10
TRIGYN,Trigyn Technologies Limited,Historical prices for Trigyn Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: TRIGYN<br><br>ISIN: INE948A01012,2018-12-10 13:39:06,2005-07-26,2018-12-10
TRIL,Transformers And Rectifiers (India) Limited,Historical prices for Transformers And Rectifiers (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: TRIL<br><br>ISIN: INE763I01026,2018-12-10 13:39:06,2007-12-28,2018-12-10
TRITURBINE,Triveni Turbine Limited,Historical prices for Triveni Turbine Limited<br><br>National Stock Exchange of India<br><br>Ticker: TRITURBINE<br><br>ISIN: INE152M01016,2018-12-10 13:39:06,2011-10-28,2018-12-10
TRIVENI,Triveni Engineering & Industries Limited,Historical prices for Triveni Engineering & Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: TRIVENI<br><br>ISIN: INE256C01024,2018-12-10 13:39:06,2005-12-13,2018-12-10
TTKHEALTH,TTK Healthcare Limited,"Historical prices for TTK Healthcare Limited (TTKHEALTH), (ISIN: INE910C01018),  National Stock Exchange of India.",2015-03-09 09:27:50,2010-01-08,2014-12-23
TTKHLTCARE,TTK Healthcare Limited,Historical prices for TTK Healthcare Limited<br><br>National Stock Exchange of India<br><br>Ticker: TTKHLTCARE<br><br>ISIN: INE910C01018,2018-12-10 13:39:06,2015-12-02,2018-12-10
TTKPRESTIG,TTK Prestige Limited,Historical prices for TTK Prestige Limited<br><br>National Stock Exchange of India<br><br>Ticker: TTKPRESTIG<br><br>ISIN: INE690A01010,2018-12-10 13:39:06,1998-03-20,2018-12-10
TTL,T T Limited,Historical prices for T T Limited<br><br>National Stock Exchange of India<br><br>Ticker: TTL<br><br>ISIN: INE592B01016,2018-12-10 13:39:06,2007-02-22,2018-12-10
TTML,Tata Teleservices (Maharashtra) Limited,Historical prices for Tata Teleservices (Maharashtra) Limited<br><br>National Stock Exchange of India<br><br>Ticker: TTML<br><br>ISIN: INE517B01013,2018-12-10 13:39:06,2005-01-14,2018-12-10
TUBEINVEST,Tube Investments of India Limited,Historical prices for Tube Investments of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: TUBEINVEST<br><br>ISIN: INE149A01025,2017-08-23 13:23:33,1998-03-20,2017-08-23
TULIP,Tulip Telecom Limited,"Historical prices for Tulip Telecom Limited (TULIP), (ISIN: INE122H01027),  National Stock Exchange of India.",2014-10-06 18:30:25,2006-01-05,2014-07-08
TULSI,Tulsi Extrusions Limited,Historical prices for Tulsi Extrusions Limited<br><br>National Stock Exchange of India<br><br>Ticker: TULSI<br><br>ISIN: INE474I01012,2018-12-10 13:39:06,2008-02-25,2018-12-10
TULSYAN,Tulsyan Nec Limited,"Historical prices for Tulsyan Nec Limited (TULSYAN), (ISIN: INE463D01016),  National Stock Exchange of India.",2015-01-20 16:27:15,2009-11-05,2014-10-22
TV18BRDCST,TV18 Broadcast Limited,Historical prices for TV18 Broadcast Limited<br><br>National Stock Exchange of India<br><br>Ticker: TV18BRDCST<br><br>ISIN: INE886H01027,2018-12-10 13:39:06,2011-07-19,2018-12-10
TVSELECT,TVS Electronics Limited,Historical prices for TVS Electronics Limited<br><br>National Stock Exchange of India<br><br>Ticker: TVSELECT<br><br>ISIN: INE236G01019,2018-12-10 13:39:06,2003-12-26,2018-12-10
TVSMOTOR,TVS Motor Company Limited,Historical prices for TVS Motor Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: TVSMOTOR<br><br>ISIN: INE494B01023,2018-12-10 13:39:06,2001-12-03,2018-12-10
TVSSRICHAK,TVS Srichakra Limited,Historical prices for TVS Srichakra Limited<br><br>National Stock Exchange of India<br><br>Ticker: TVSSRICHAK<br><br>ISIN: INE421C01016,2018-12-10 13:39:06,2007-02-13,2018-12-10
TVTODAY,TV Today Network Limited,Historical prices for TV Today Network Limited<br><br>National Stock Exchange of India<br><br>Ticker: TVTODAY<br><br>ISIN: INE038F01029,2018-12-10 13:39:06,2004-01-16,2018-12-10
TVVISION,TV Vision Limited,Historical prices for TV Vision Limited<br><br>National Stock Exchange of India<br><br>Ticker: TVVISION<br><br>ISIN: INE871L01013,2018-12-10 13:39:06,2016-09-29,2018-12-10
TWILITAKA,Twilight Litaka Pharma Limited,"Historical prices for Twilight Litaka Pharma Limited (TWILITAKA), (ISIN: INE783B01029),  National Stock Exchange of India.",2015-03-09 08:50:58,2010-06-15,2014-12-10
TWL,Titagarh Wagons Limited,Historical prices for Titagarh Wagons Limited<br><br>National Stock Exchange of India<br><br>Ticker: TWL<br><br>ISIN: INE615H01020,2018-12-10 13:39:06,2008-04-21,2018-12-10
UBENGG,UB Engineering Limited,"Historical prices for UB Engineering Limited (UBENGG), (ISIN: INE328C01013),  National Stock Exchange of India.",2014-12-22 10:02:48,1998-03-20,2014-09-23
UBHOLDINGS,United Breweries (Holdings) Limited,Historical prices for United Breweries (Holdings) Limited<br><br>National Stock Exchange of India<br><br>Ticker: UBHOLDINGS<br><br>ISIN: INE696A01025,2018-03-19 13:27:04,2008-05-21,2018-03-19
UBL,United Breweries Limited,Historical prices for United Breweries Limited<br><br>National Stock Exchange of India<br><br>Ticker: UBL<br><br>ISIN: INE686F01025,2018-12-10 13:39:06,2008-07-28,2018-12-10
