Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2014-01-01,122.6,123.8,121.35,121.85,121.8,4120036.0,5037.03
2014-01-02,121.8,125.65,120.0,120.25,120.65,7275995.0,8966.29
2014-01-03,120.0,120.7,117.1,118.45,118.75,4279292.0,5073.02
2014-01-06,118.5,119.6,117.2,117.95,118.25,3307710.0,3912.46
2014-01-07,118.15,118.95,115.0,116.2,116.05,4922926.0,5724.43
2014-01-08,118.25,118.3,114.5,114.85,115.25,5002283.0,5830.83
2014-01-09,115.0,115.25,112.0,112.7,112.65,5398443.0,6109.4
2014-01-10,112.8,113.0,110.15,110.3,110.55,9012277.0,10034.19
2014-01-13,110.2,112.25,108.5,110.8,110.0,4214147.0,4645.32
2014-01-14,110.0,111.25,108.75,109.75,109.4,2923798.0,3211.1
2014-01-15,110.3,112.9,110.2,110.75,110.85,4817973.0,5375.45
2014-01-16,111.45,113.35,111.15,113.1,112.95,4745742.0,5342.19
2014-01-17,113.5,114.0,110.5,111.6,111.3,5325344.0,5967.53
2014-01-20,110.1,113.5,110.1,112.4,112.1,3113909.0,3500.87
2014-01-21,112.45,113.4,110.65,113.1,113.0,3825639.0,4296.98
2014-01-22,112.6,115.4,112.5,115.35,115.2,5517465.0,6322.6
2014-01-23,114.2,115.25,113.6,114.3,114.3,2853691.0,3259.97
2014-01-24,113.15,115.35,113.0,113.8,114.0,5737135.0,6540.32
2014-01-27,112.0,112.7,109.3,111.45,111.1,8724577.0,9671.56
2014-01-28,110.0,115.0,109.75,113.55,113.8,4513345.0,5077.42
2014-01-29,114.5,114.75,111.15,111.85,111.75,4713458.0,5295.05
2014-01-30,110.2,110.7,107.6,108.05,108.1,5077231.0,5510.48
2014-01-31,109.05,110.0,107.0,109.7,109.55,8287236.0,9033.16
2014-02-03,109.0,109.4,103.0,103.1,103.45,5572627.0,5878.73
2014-02-04,102.0,103.45,99.8,102.45,102.45,13935173.0,14183.02
2014-02-05,102.4,105.15,101.0,104.1,104.25,9106760.0,9391.88
2014-02-06,104.65,106.5,103.1,106.05,105.75,10194884.0,10697.83
2014-02-07,106.15,107.7,104.75,106.2,106.4,9650511.0,10250.97
2014-02-10,106.45,107.7,105.8,106.7,106.8,3124538.0,3345.19
2014-02-11,106.9,107.1,104.25,104.55,104.55,3964390.0,4167.16
2014-02-12,105.15,105.6,103.05,103.3,103.5,5325176.0,5529.68
2014-02-13,103.9,104.55,99.75,100.0,100.2,12652556.0,12912.86
2014-02-14,100.75,101.0,97.85,100.15,99.9,6390793.0,6337.04
