"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 25, 2010","203.74","205.20","205.93","201.03","5.24M","-1.26%"
"Jan 22, 2010","206.33","209.00","211.58","205.00","7.28M","-2.79%"
"Jan 21, 2010","212.25","217.00","218.20","210.00","7.31M","-2.08%"
"Jan 20, 2010","216.75","221.40","223.77","216.04","6.58M","-1.99%"
"Jan 19, 2010","221.15","235.54","235.54","218.62","8.07M","-0.17%"
"Jan 18, 2010","221.53","214.00","222.60","212.14","10.03M","2.77%"
"Jan 15, 2010","215.56","216.00","218.68","213.04","16.36M","1.10%"
"Jan 14, 2010","213.22","208.96","215.80","208.38","10.75M","2.48%"
"Jan 13, 2010","208.06","208.30","209.77","205.31","10.50M","-0.86%"
"Jan 12, 2010","209.86","209.60","215.00","206.20","14.35M","-0.01%"
"Jan 11, 2010","209.88","203.80","210.60","203.02","10.10M","3.29%"
"Jan 08, 2010","203.19","200.60","203.98","199.27","7.93M","1.31%"
"Jan 07, 2010","200.57","199.29","201.20","197.82","4.96M","0.71%"
"Jan 06, 2010","199.16","204.00","205.74","198.51","5.95M","-1.68%"
